名称,ID,日期,充电功率/MW,当日平均充电功率/MW,当日最大充电功率/MW,当日 MAXV 对应时间,当日 V 最小值/MW,当日 MINV 对应时间,充电时长/h,当日所有 S 的均值/h,当日 S 的最大值/h,当日 S 的最小值/h,当日最大充电时长跨度/h
电动汽车充电站,1001-1012,2024/8/25 23:15,5.7,6.78,9.74,2024/8/25 19:15,2.59,2024/8/25 7:45,0.246,0.244,0.258,0.227,0.031
电动汽车充电站,1001-1012,2024/8/25 23:30,5.75,6.78,9.74,2024/8/25 19:15,2.59,2024/8/25 7:45,0.246,0.244,0.258,0.227,0.031
电动汽车充电站,1001-1012,2024/8/25 23:45,6.04,6.78,9.74,2024/8/25 19:15,2.59,2024/8/25 7:45,0.246,0.244,0.258,0.227,0.031
电动汽车充电站,1001-1012,2024/8/26 0:00,6.8,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.238,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 0:15,7.6,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.248,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 0:30,8.27,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.24,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 0:45,8.83,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.258,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 1:00,9.16,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.252,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 1:15,9.37,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.246,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 1:30,9.49,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.251,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 1:45,8.91,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.243,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 2:00,8.86,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.24,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 2:15,8.28,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.251,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 2:30,7.61,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.24,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 2:45,6.77,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.243,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 3:00,6.02,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.243,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 3:15,5.04,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.239,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 3:30,4.52,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.234,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 3:45,3.73,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.238,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 4:00,3.1,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.237,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 4:15,2.5,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.239,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 4:30,2.37,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.247,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 4:45,2.03,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.224,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 5:00,1.75,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.23,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 5:15,1.81,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.235,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 5:30,1.96,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.239,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 5:45,2.06,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.236,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 6:00,2.23,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.24,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 6:15,2.42,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.227,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 6:30,2.85,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.234,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 6:45,3.22,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.244,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 7:00,3.52,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.233,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 7:15,3.72,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.223,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 7:30,4.06,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.234,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 7:45,4.55,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.241,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 8:00,5.33,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.24,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 8:15,5.45,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.234,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 8:30,6.05,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.238,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 8:45,5.99,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.235,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 9:00,6.17,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.236,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 9:15,6.33,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.238,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 9:30,6.37,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.243,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 9:45,6.23,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.231,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 10:00,6.05,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.249,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 10:15,6.1,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.242,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 10:30,5.91,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.236,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 10:45,5.8,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.237,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 11:00,5.01,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.237,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 11:15,4.64,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.239,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 11:30,4.18,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.239,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 11:45,4.08,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.237,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 12:00,3.66,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.234,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 12:15,3.07,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.236,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 12:30,2.77,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.225,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 12:45,2.81,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.23,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 13:00,2.53,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.232,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 13:15,2.45,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.228,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 13:30,2.13,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.233,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 13:45,1.96,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.227,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 14:00,2.15,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.243,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 14:15,2.49,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.228,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 14:30,2.85,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.243,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 14:45,2.68,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.225,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 15:00,3.33,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.247,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 15:15,3.41,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.24,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 15:30,3.42,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.241,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 15:45,4.03,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.231,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 16:00,4.52,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.237,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 16:15,4.44,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.238,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 16:30,5.33,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.24,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 16:45,5.83,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.248,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 17:00,6.14,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.246,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 17:15,6.47,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.242,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 17:30,6.83,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.249,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 17:45,7.16,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.25,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 18:00,7.3,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.242,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 18:15,7.61,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.242,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 18:30,7.83,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.256,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 18:45,8.01,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.245,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 19:00,7.95,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.243,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 19:15,7.87,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.245,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 19:30,8.01,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.251,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 19:45,7.78,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.249,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 20:00,7.41,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.244,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 20:15,7.28,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.248,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 20:30,6.82,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.245,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 20:45,6.54,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.242,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 21:00,6.31,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.241,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 21:15,5.71,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.242,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 21:30,5.28,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.238,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 21:45,5.13,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.241,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 22:00,4.7,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.239,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 22:15,4.7,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.232,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 22:30,4.64,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.237,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 22:45,4.37,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.237,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 23:00,5,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.249,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 23:15,5.22,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.24,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 23:30,5.86,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.243,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/26 23:45,6.27,5.2,9.49,2024/8/26 1:30,1.75,2024/8/26 5:00,0.253,0.24,0.258,0.223,0.035
电动汽车充电站,1001-1012,2024/8/27 0:00,6.96,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.236,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 0:15,7.68,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.238,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 0:30,8.1,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.242,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 0:45,8.67,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.246,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 1:00,8.85,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.247,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 1:15,9.52,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.246,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 1:30,9.35,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.243,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 1:45,9.06,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.253,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 2:00,8.94,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.246,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 2:15,7.95,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.252,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 2:30,7.51,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.24,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 2:45,6.92,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.254,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 3:00,5.89,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.233,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 3:15,5.02,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.24,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 3:30,4.29,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.234,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 3:45,3.36,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.237,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 4:00,3.18,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.231,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 4:15,2.58,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.224,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 4:30,2.2,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.23,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 4:45,1.96,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.242,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 5:00,1.86,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.229,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 5:15,1.92,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.236,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 5:30,1.85,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.234,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 5:45,1.77,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.231,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 6:00,2.25,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.245,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 6:15,2.48,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.233,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 6:30,2.73,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.236,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 6:45,3.2,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.237,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 7:00,3.41,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.245,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 7:15,3.97,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.23,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 7:30,4.43,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.25,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 7:45,4.72,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.247,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 8:00,4.92,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.242,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 8:15,5.39,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.244,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 8:30,5.92,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.241,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 8:45,5.78,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.242,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 9:00,6.15,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.244,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 9:15,6.29,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.238,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 9:30,6.26,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.25,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 9:45,6.48,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.244,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 10:00,6.28,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.243,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 10:15,5.92,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.238,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 10:30,5.85,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.248,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 10:45,5.41,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.241,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 11:00,4.94,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.237,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 11:15,4.58,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.234,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 11:30,4.36,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.238,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 11:45,4.05,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.232,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 12:00,3.47,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.239,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 12:15,3.29,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.24,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 12:30,3.15,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.234,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 12:45,2.47,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.236,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 13:00,2.52,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.241,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 13:15,2.46,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.234,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 13:30,2.25,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.234,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 13:45,2.43,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.235,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 14:00,2.62,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.233,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 14:15,2.44,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.233,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 14:30,2.5,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.231,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 14:45,2.89,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.238,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 15:00,3.12,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.236,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 15:15,2.91,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.239,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 15:30,3.62,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.242,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 15:45,3.93,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.233,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 16:00,4.45,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.235,0.24,0.256,0.224,0.032
电动汽车充电站,1001-1012,2024/8/27 16:15,4.77,5.19,9.52,2024/8/27 1:15,1.77,2024/8/27 5:45,0.243,0.24,0.256,0.224,0.032
